title.x,author.x,author_last.x,title.y,author.y,author_last.y,text_string,occurs,publication_country,formatted_address,country_long,admin_1_long,locality,lat,lon,dist
the dosadi experiment ,"Herbert, Frank",Herbert,The Dosadi experiment,"Herbert, Frank",Herbert,canada,1,US,Canada,Canada,,,56.13037,-106.3468,0
the means of escape ,"Fitzgerald, Penelope",Fitzgerald,The means of escape : stories,"Fitzgerald, Penelope",Fitzgerald,awanui,6,GB,"Awanui, New Zealand",New Zealand,Northland,Awanui,-35.04638,173.2564,0
our lady of the forest ,"Guterson, David",Guterson,Our Lady of the Forest,"Guterson, David",Guterson,oregon,29,US,"Oregon, USA",United States,Oregon,,43.80413,-120.5542,0
the broken place.,"Shaara, Michael",Shaara,The broken place,"Shaara, Michael",Shaara,jerusalem,25,US,"Jerusalem, Israel",Israel,Jerusalem District,Jerusalem,31.768319,35.21371,0
deerskin ,"McKinley, Robin",McKinley,Deerskin,"McKinley, Robin",McKinley,ossin,9,US,"Ossining, NY, USA",United States,New York,Ossining,41.16287,-73.86152,0
the essential tales of chekhov ,"Chekhov, Anton Pavlovich",Chekhov,The tales of Chekhov,"Chekhov, Anton Pavlovich",Chekhov,new york,26,US,"New York, NY, USA",United States,New York,New York,40.71278,-74.00594,0
war fever ,"Ballard, J. G.",Ballard,War fever,"Ballard, J. G",Ballard,scranton,68,GB,"Scranton, PA, USA",United States,Pennsylvania,Scranton,41.40897,-75.66241,1
two moons : a novel ,"Mallon, Thomas",Mallon,Two moons : a novel,"Mallon, Thomas",Mallon,new york,42,US,"New York, NY, USA",United States,New York,New York,40.71278,-74.00594,0
against infinity ,"Benford, Gregory",Benford,Against infinity,"Benford, Gregory",Benford,sidon,80,US,"Sidon District, Lebanon",Lebanon,South,Sidon District,33.56261,35.36873,0
out of the silent planet ,"Lewis, C. S.",Lewis,Out of the silent planet,"Lewis, C. S.",Lewis,london,4,US,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
wilhelm meister's apprenticeship and travels ,"Goethe, Johann Wolfgang von",Goethe,Wilhelm Meister's apprenticeship and travels,"Goethe, Johann Wolfgang von",Goethe,philina,46,US,"Lamb Philina MD, 3301 C St # 1400, Sacramento, CA 95816, USA",United States,California,Sacramento,38.58079,-121.454816,0
the boss dog : a story ,"Fisher, M. F. K.",Fisher,The boss dog : a story [of Provence],"Fisher, M. F. K.",Fisher,aix,25,US,"Aix Media Group Inc, 2050 Granville Ave, Los Angeles, CA 90025, USA",United States,California,Los Angeles,34.03485,-118.451,0
the wilderness : a novel ,"Harvey, Samantha",Harvey,The wilderness,"Harvey, Samantha",Harvey,london,36,GB,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
smiley's people ,"Le Carré, John",Le Carré,Smiley's people,"Le Carré, John",Le Carré,moscow,92,US,"Moscow, Russia",Russia,Moscow,Moscow,55.75583,37.6173,0
the everlasting story of nory ,"Baker, Nicholson",Baker,The everlasting story of Nory : a novel,"Baker, Nicholson",Baker,england,31,US,"England, UK",United Kingdom,England,,52.35552,-1.17432,0
what we keep ,"Berg, Elizabeth",Berg,What we keep : a novel,"Berg, Elizabeth",Berg,georgia,14,US,"Georgia, USA",United States,Georgia,,32.16562,-82.90008,0
inventing memory : a novel of mothers and daughters ,"Jong, Erica",Jong,Inventing memory : a novel of mothers and daughters,"Jong, Erica",Jong,america,93,US,United States,United States,,,37.09024,-95.71289,0
spook country ,"Gibson, William",Gibson,Spook country,"Gibson, William",Gibson,new york,33,US,"New York, NY, USA",United States,New York,New York,40.71278,-74.00594,0
gather yourselves together ,"Dick, Philip K.",Dick,Gather yourselves together,"Dick, Philip K",Dick,boston,27,US,"Boston, MA, USA",United States,Massachusetts,Boston,42.36008,-71.05888,1
no place of safety ,"Barnard, Robert",Barnard,No place of safety,"Barnard, Robert",Barnard,leeds,27,US,"Leeds, West Yorkshire, UK",United Kingdom,England,Leeds,53.80076,-1.549077,0
white is for witching ,"Oyeyemi, Helen",Oyeyemi,White is for witching,"Oyeyemi, Helen",Oyeyemi,cambridge,16,GB,"University of Cambridge, The Old Schools, Trinity Ln, Cambridge, Cambridgeshire CB2 1TN, UK",United Kingdom,,Cambridge,52.20427,0.1149085,0
"the snows of kilimanjaro, and other stories ","Hemingway, Ernest",Hemingway,"The snows of Kilimanjaro, and other stories","Hemingway, Ernest",Hemingway,paris,12,US,"Paris, France",France,Île-de-France,Paris,48.856614,2.3522219,0
molloy. malone dies. the unnamable ,"Beckett, Samuel",Beckett,Molloy. Malone dies [and] The unnamable,"Beckett, Samuel",Beckett,lousse,8,GB,"L'Ousse, 65100, France",France,Languedoc-Roussillon Midi-Pyrénées,,43.122988,-0.059997,0
never tell a lie ,"Ephron, Hallie",Ephron,Never tell a lie,"Ephron, Hallie",Ephron,rose gardens,10,US,"International Rose Test Garden, 400 SW Kingston Ave, Portland, OR 97205, USA",United States,Oregon,Portland,45.51895,-122.7053,0
nineteen eighty-four ,"Orwell, George",Orwell,"Nineteen eighty-four, a novel","Orwell, George",Orwell,oceania,62,US,Oceania,,,,-22.7359095,140.0187653,0
shadow of the monsoon.,"Manchester, William",Manchester,Shadow of the monsoon,"Manchester, William",Manchester,delhi,64,US,"New Delhi, Delhi 110001, India",India,Delhi,New Delhi,28.6139391,77.2090212,0
"pelham; or, the adventures of a gentleman. ","Lytton, Edward Bulwer Lytton",Lytton,"Pelham, or adventures of a gentleman","Lytton, Edward Bulwer Lytton",Lytton,england,114,US,"England, UK",United Kingdom,England,,52.3555177,-1.1743197,0
special assignments : the further adventures of erast fandorin ,"Akunin, B.",Akunin,Special assignments : the further adventures of Erast Fandorin,"Akunin, B.",Akunin,moscow,147,US,"Moscow, Russia",Russia,Moscow,Moscow,55.75583,37.6173,0
modern magic ,"Alcott, Louisa May",Alcott,Modern magic,"Alcott, Louisa May",Alcott,london,11,US,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
the silver chair ,"Lewis, C. S.",Lewis,The silver chair,"Lewis, C. S.",Lewis,narnia,33,,"Narnia, 672 Driggs Ave, Brooklyn, NY 11211, USA",United States,New York,,40.7144279,-73.9594438,0
the antiquary ,"Scott, Walter",Scott,The antiquary,"Scott, Walter",Scott,fairport,54,US,"Fairport Central School District, NY, USA",United States,New York,,43.0745542,-77.4013403,0
jungle lovers.,"Theroux, Paul",Theroux,Jungle lovers,"Theroux, Paul",Theroux,malawi,55,US,Malawi,Malawi,,,-13.254308,34.301525,0
death in the clouds ,"Christie, Agatha",Christie,Death in the clouds,"Christie, Agatha",Christie,paris,58,,"Paris, France",France,Île-de-France,Paris,48.856614,2.3522219,0
you are not a stranger here : stories ,"Haslett, Adam",Haslett,You are not a stranger here,"Haslett, Adam",Haslett,london,8,US,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
the bastard of istanbul ,"Shafak, Elif",Shafak,The bastard of Istanbul,"Shafak, Elif",Shafak,istanbul,117,US,"Istanbul, İstanbul, Turkey",Turkey,İstanbul,Istanbul,41.00824,28.97836,0
in dubious battle ,"Steinbeck, John",Steinbeck,In dubious battle,"Steinbeck, John",Steinbeck,london,512,,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
the girls of slender means.,"Spark, Muriel",Spark,The girls of slender means,"Spark, Muriel",Spark,london,21,GB,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
second breath ,"Beneš, Jan",Beneš,Second breath,"Beneš, Jan",Beneš,england,9,US,"England, UK",United Kingdom,England,,52.3555177,-1.1743197,0
the magician ,"Maugham, W. Somerset",Maugham,The magician,"Maugham, W. Somerset",Maugham,paris,37,US,"Paris, France",France,Île-de-France,Paris,48.856614,2.3522219,0
black beauty ,"Sewell, Anna",Sewell,Black Beauty,"Sewell, Anna",Sewell,london,30,GB,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
bulls island : a novel ,"Frank, Dorothea Benton",Frank,Bulls Island,"Frank, Dorothea Benton",Frank,charleston,81,US,"Charleston, SC, USA",United States,South Carolina,Charleston,32.77647,-79.93105,0
house on fire ,"Oboler, Arch",Oboler,House on fire a novel,"Oboler, Arch",Oboler,baltimore,4,US,"Baltimore, MD, USA",United States,Maryland,Baltimore,39.2903848,-76.6121893,0
four ways to forgiveness : stories ,"Le Guin, Ursula K.",Le Guin,Four ways to forgiveness,"Le Guin, Ursula K",Le Guin,hain,7,US,"Hain Celestial Group, 700 Old Fern Hill Rd, West Chester, PA 19380, USA",United States,Pennsylvania,West Chester,39.97898,-75.58942,1
the man who would be king ,"Kipling, Rudyard",Kipling,The man who would be king and other stories,"Kipling, Rudyard",Kipling,india,22,US,India,India,,,20.59368,78.96288,0
reunion : a pip & flinx novel ,"Foster, Alan Dean",Foster,Reunion : a Pip & Flinx novel,"Foster, Alan Dean",Foster,nazca,7,US,"Nazca, Peru",Peru,Ica,Nazca,-14.83587,-74.93276,0
winter wheat ,"Walker, Mildred",Walker,Winter wheat,"Walker, Mildred",Walker,gotham,47,US,"New York, NY, USA",United States,New York,New York,40.7127837,-74.0059413,0
about grace : a novel ,"Doerr, Anthony",Doerr,About Grace : a novel,"Doerr, Anthony",Doerr,anchorage,44,US,"Anchorage, AK, USA",United States,Alaska,Anchorage,61.21806,-149.9003,0
ride a cockhorse ,"Kennedy, Raymond",Kennedy,Ride a cockhorse,"Kennedy, Raymond",Kennedy,ireland,7,US,Ireland,Ireland,,,53.41291,-8.24389,0
the spy ,"Cooper, James Fenimore",Cooper,The spy,"Cooper, James Fenimore",Cooper,washington,53,GB,"Washington, USA",United States,Washington,,47.7510741,-120.7401386,0
a model world and other stories ,"Chabon, Michael",Chabon,A model world and other stories,"Chabon, Michael",Chabon,pittsburgh,10,US,"Pittsburgh, PA, USA",United States,Pennsylvania,Pittsburgh,40.44062,-79.99589,0
the day of the jackal ,"Forsyth, Frederick",Forsyth,The day of the jackal,"Forsyth, Frederick",Forsyth,france,193,US,France,France,,,46.227638,2.213749,0
priestess of avalon ,"Bradley, Marion Zimmer",Bradley,Priestess of Avalon,"Bradley, Marion Zimmer",Bradley,rome,91,US,"Rome, Italy",Italy,Lazio,Rome,41.90278,12.49637,0
and then there were none ,"Christie, Agatha",Christie,And then there were none,"Christie, Agatha",Christie,indian island,26,US,"Indian Island, Washington, USA",United States,Washington,,48.05303,-122.7279,0
when we were orphans ,"Ishiguro, Kazuo",Ishiguro,When we were orphans,"Ishiguro, Kazuo",Ishiguro,shanghai,86,US,"Shanghai, Shanghai, China",China,Shanghai,Shanghai,31.23042,121.4737,0
my latest grievance ,"Lipman, Elinor",Lipman,My latest grievance,"Lipman, Elinor",Lipman,dewing,11,US,"DSK | Dewing Schmid Kearns Architects + Planners, 30 Monument Square #200b, Concord, MA 01742, USA",United States,Massachusetts,Concord,42.46137,-71.34879,0
morrigan's cross ,"Roberts, Nora",Roberts,Morrigan's cross,"Roberts, Nora",Roberts,ireland,27,US,Ireland,Ireland,,,53.41291,-8.24389,0
the vicar of wakefield : a tale ,"Goldsmith, Oliver",Goldsmith,The vicar of Wakefield,"Goldsmith, Oliver",Goldsmith,babylon,35,GB,"Hillah, Iraq",Iraq,Babil,Hillah,32.4773359,44.4276206,0
the vicar of wakefield : a tale ,"Goldsmith, Oliver",Goldsmith,"The vicar of Wakefield. A tale by Oliver Goldsmith. Nach Walter Scott's verbessertem texte durchgängig accentuirt. Nebst sacherklärenden noten und einem vollständigen wörterbuche mit der aussprache nach J. Walker, Stephen Jones und William Perry","Goldsmith, Oliver",Goldsmith,england,50,DE,"England, UK",United Kingdom,England,,52.3555177,-1.1743197,0
"moses, man of the mountain ","Hurston, Zora Neale",Hurston,"Moses, man of the mountain","Hurston, Zora Neale",Hurston,egypt,271,US,Egypt,Egypt,,,26.820553,30.802498,0
the spell ,"Hollinghurst, Alan",Hollinghurst,The spell,"Hollinghurst, Alan",Hollinghurst,london,44,GB,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
nuclear jellyfish ,"Dorsey, Tim",Dorsey,Nuclear jellyfish,"Dorsey, Tim",Dorsey,florida,80,US,"Florida, USA",United States,Florida,,27.66483,-81.51575,0
molokai.,"Bushnell, O. A.",Bushnell,Molokai,"Bushnell, O. A.",Bushnell,kalawao,166,US,"Kalawao County, HI, USA",United States,Hawaii,,21.1724765,-156.955318,0
kingdom of summer ,"Bradshaw, Gillian",Bradshaw,Kingdom of summer,"Bradshaw, Gillian",Bradshaw,camlann,59,US,"Bors Hede Restaurant, 10320 Kelly Rd NE, Carnation, WA 98014, USA",United States,Washington,Carnation,47.68885,-121.9053,0
the end of my career ,"Franklin, Miles",Franklin,The end of my career,"Franklin, Miles",Franklin,australia,33,US,Australia,Australia,,,-25.2744,133.7751,0
god's fool ,"Slouka, Mark",Slouka,God's fool,"Slouka, Mark",Slouka,meklong,23,US,"Mae Klong, Thailand",Thailand,,,13.68826,99.76483,0
snow country ,"Kawabata, Yasunari",Kawabata,Snow country,"Kawabata, Yasunari",Kawabata,tokyo,39,US,"Tokyo, Japan",Japan,Tokyo,,35.6894875,139.6917064,0
how we are hungry ,"Eggers, Dave",Eggers,How we are hungry : stories,"Eggers, Dave",Eggers,nicaragua,8,US,Nicaragua,Nicaragua,,,12.86542,-85.20723,0
the king's secret matter ,"Plaidy, Jean",Plaidy,The king's secret matter,"Plaidy, Jean",Plaidy,england,201,US,"England, UK",United Kingdom,England,,52.35552,-1.17432,0
swimming lessons and other stories from firozsha baag ,"Mistry, Rohinton",Mistry,Swimming lessons and other stories from Firozsha Baag,"Mistry, Rohinton",Mistry,bombay,62,US,"Mumbai, Maharashtra, India",India,Maharashtra,Mumbai,19.07598,72.87766,0
men in space ,"McCarthy, Tom",McCarthy,Men in space,"McCarthy, Tom",McCarthy,prague,56,GB,"Prague, Czech Republic",Czech Republic,Hlavní město Praha,Prague,50.07554,14.4378,0
capote in kansas : a ghost story ,"Powers, Kim",Powers,Capote in Kansas : a ghost story,"Powers, Kim",Powers,kansas,49,US,"Kansas, USA",United States,Kansas,,39.0119,-98.48425,0
the tortilla curtain ,"Boyle, T. Coraghessan",Boyle,The tortilla curtain,"Boyle, T. Coraghessan",Boyle,america,205,US,United States,United States,,,37.09024,-95.71289,0
the sailor from gibraltar ,"Duras, Marguerite",Duras,The sailor from Gibraltar,"Duras, Marguerite",Duras,gibraltar,126,US,Gibraltar,Gibraltar,,,36.140751,-5.353585,0
"tartarin of tarascon, & tartarin on the alps. ","Daudet, Alphonse",Daudet,Tartarin of Tarascon. Tartarin on the Alps,"Daudet, Alphonse",Daudet,tarascon,96,GB,"Tarascon, France",France,Provence-Alpes-Côte d'Azur,Tarascon,43.806044,4.65752,0
"the history and remarkable life of the truly honourable col. jacque, commonly call'd col. jack ... ","Defoe, Daniel",Defoe,History of the remarkable life of ... Colonel Jacque,"Defoe, Daniel",Defoe,england,41,GB,"England, UK",United Kingdom,England,,52.3555177,-1.1743197,0
gentlemen of the road : a tale of adventure ,"Chabon, Michael",Chabon,Gentlemen of the road,"Chabon, Michael",Chabon,regensburg,10,US,"Regensburg, Germany",Germany,Bavaria,,49.01341,12.10163,0
pastors and masters.,"Compton-Burnett, I.",Compton-Burnett,Pastors and masters,"Compton-Burnett, I.",Compton-Burnett,crabbe,4,GB,"Crabbe Aviation LLC, 8271 Elizabeth Ann Dr, Mechanicsville, VA 23111, USA",United States,Virginia,Mechanicsville,37.623612,-77.172426,0
boone's lick : a novel ,"McMurtry, Larry",McMurtry,Boone's Lick : a novel,"McMurtry, Larry",McMurtry,neva,72,US,"Neva River, Russia",Russia,,,59.86053,30.66915,0
dirty bird blues ,"Major, Clarence",Major,Dirty bird blues : a novel,"Major, Clarence",Major,karina,100,US,"Karina's Taco Shop, 916 N Coast Hwy 101, Encinitas, CA 92024, USA",United States,California,Encinitas,33.0648,-117.3026,0
the emigrants ,"Moberg, Vilhelm",Moberg,The emigrants,"Moberg, Vilhelm",Moberg,america,176,US,United States,United States,,,37.09024,-95.712891,0
the statue in the wood ,"Pryce, Richard",Pryce,The statue in the wood,"Pryce, Richard",Pryce,london,36,US,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
